Method,CV_AUC,CV_AUC_Std,CV_Accuracy,CV_Accuracy_Std,Full_AUC,Full_Accuracy,Precision,Recall,F1,Imputation_Quality_%,KNN_Features,MICE_Features,XGB_NoScale_Features,XGB_Scaled_Features
Best Hybrid (All Methods),0.8841574419845293,0.021486977237992963,0.8225893537381165,0.015739743547983978,0.9979020140664961,0.9815668202764977,0.9839506172839506,0.9767156862745098,0.980319803198032,0.6322723573123546,3,28,1,1
