Feature,Missing_Count,Missing_Pct,Original_Mean,Original_Median,Original_Std,Original_Min,Original_Max,Imputed_Mean,Imputed_Median,Imputed_Std,Imputed_Min,Imputed_Max,ImputedVals_Mean,ImputedVals_Median,ImputedVals_Std,Mean_Change,Mean_Change_Pct,Std_Change,Std_Change_Pct
CA,93,5.357142857142857,2.215060065574559,2.2,0.4772377524549342,1.363333333,20.24870714,2.220501064769398,2.2,0.46548020172624877,1.363333333,20.24870714,2.316625383878226,2.338,0.10645027005793213,0.00544099919483898,0.24563664342111885,-0.01175755072868545,-2.463667358293437
KAL,80,4.6082949308755765,4.232018217961352,4.1875,0.5188346182611177,2.53,6.84,4.237086963064023,4.2,0.5110508219779978,2.53,6.84,4.342009986689303,4.2829999999999995,0.2912958681524568,0.005068745102670746,0.11977134411090655,-0.00778379628311987,-1.5002461303001302
CREA,74,4.262672811059908,1.161565047131769,0.94,0.9759842757914142,0.19,15.7,1.1543603529888664,0.94,0.9596307588923616,0.19,15.7,0.9925468169685392,0.8958070844981352,0.4307465317649287,-0.007204694142902479,-0.6202574845629952,-0.016353516899052623,-1.67559225129849
NAT,73,4.205069124423963,138.58737910847864,138.7,4.576065610542954,115.8,181.9,138.58015466059737,138.7,4.4924424231260796,115.8,181.9,138.41557579995938,138.46357276903288,1.7113499769004077,-0.007224447881270635,-0.005212919046268803,-0.08362318741687425,-1.8274035936943722
RBC,63,3.6290322580645165,4.522348913156007,4.58,0.7253140511843812,1.58,7.06,4.5185936668513795,4.57,0.7158953552555354,1.58,7.06,4.418871014984066,4.508,0.3797608276354243,-0.0037552463046273132,-0.08303751826186812,-0.00941869592884581,-1.2985679670021304
PLT1,63,3.6290322580645165,235.66232104867305,223.3333333,94.21500674091196,19.0,801.5,235.60248349568968,224.0,92.71673600303127,19.0,801.5,234.0134640331316,233.8,34.34252823207333,-0.05983755298336746,-0.025391226190549475,-1.4982707378806879,-1.59026761203858
MCHC,63,3.6290322580645165,33.45316442901972,33.6,1.34213739384594,27.9,46.75,33.46533587461509,33.6,1.3240194618791985,27.9,46.75,33.78855537431417,33.88,0.6070134571765939,0.012171445595370756,0.036383540400777015,-0.018117931966741496,-1.3499312402602799
MCH,63,3.6290322580645165,29.210839037794383,29.45,2.72177061823019,16.2,49.7,29.226736547461172,29.45,2.683957304273828,16.2,49.7,29.648903748612618,29.4,1.2725799033551226,0.01589750966678949,0.05442332432225082,-0.037813313956362116,-1.3892909895893404
MCV,63,3.6290322580645165,87.2850970607113,87.4,7.056978962490066,56.1,131.5,87.2987544415127,87.4,6.954216272268238,56.1,131.5,87.66143377612754,87.44,3.1895984142962726,0.013657380801404884,0.015646864426243884,-0.10276269022182838,-1.4561852992341697
HCT,63,3.6290322580645165,39.2144597791034,39.8,5.612069395029117,19.43333333,56.7,39.18765983888471,39.7,5.539597888346441,19.43333333,56.7,38.47597253752164,38.64,2.9754513109154774,-0.026799940218687368,-0.06834198499648468,-0.07247150668267555,-1.291350865099193
HGB,63,3.6290322580645165,13.135426587753138,13.4,2.042280539692663,6.5,18.55,13.130906612593728,13.4,2.0141415705005516,6.5,18.55,13.010876161138308,13.080000000000002,1.0143044739174587,-0.004519975159409384,-0.034410569989585256,-0.02813896919211123,-1.3778209528621266
WBC,63,3.6290322580645165,8.723710664911536,7.8,4.635722885388834,0.7,77.66666667,8.762878156513915,7.9,4.563752137618268,0.7,77.66666667,9.802992655732641,10.0,1.4723884283240358,0.0391674916023792,0.4489774260845042,-0.07197074777056578,-1.552524806808616
Age,54,3.110599078341014,60.932133463049034,62.0,19.54644956308115,0.0,100.0,60.78608783689429,62.0,19.300425615795756,0.0,100.0,56.23703703703704,56.1,7.392303399196505,-0.14604562615474492,-0.23968572550198183,-0.24602394728539423,-1.2586630962897638
Sex,0,0.0,0.5731182795698925,1.0,0.4947311037608773,0.0,1.0,0.5731182795698925,1.0,0.4947311037608773,0.0,1.0,,,,0.0,0.0,0.0,0.0
