kernel,train_r2,test_r2,train_mae,test_mae,train_mse,test_mse
linear,0.6121146522363448,0.6111599800386955,4.806249572707909,4.90628507186788,35.03984022765553,36.11038447373657
poly,0.5864008954401981,0.5698515246723919,4.9161589996196495,5.122126363302696,37.36270685560243,39.946574497185956
rbf,0.6717176042692223,0.6600182981083964,4.276341562781284,4.4298133710198515,29.65557415942243,31.573061771169627
sigmoid,-36.93811834484069,-33.965510085176106,35.043256065228874,34.43332793904759,3427.161177923887,3247.1400773553937
