random_state,train_r2,test_r2,train_mae,test_mae,train_mse,test_mse
42,0.8476957607005116,0.74561534234496,2.8592105456428687,3.837316706493136,13.837382207468982,23.89487104888218
123,0.8426644026374147,0.750378240326286,2.9287565597611205,3.720122696596652,14.396836208399119,22.84875761021259
456,0.8467055984401682,0.7403043734492338,2.8976708043516304,3.7767404770847914,14.069593521072298,23.47033493928062
789,0.8430950753000258,0.7493373967548689,2.918850771983217,3.7502989793206836,14.316806137274819,23.20120861731868
999,0.8436334584322811,0.7446296174136642,2.919746346768298,3.7322198993112603,14.318520782474971,23.30272804895257
